code,מקט,קו,כיוון,שם מפעיל,אשכול,מחוז,שם יישוב מוצא,שם יישוב יעד,מוצא_יעד מאוחד,סוג קו,שם סוג שירות,ייחודיות הקו,סוג אוטובוס,גודל אוטובוס,מספר חלופות,אורך מסלול (קמ) חלופה ראשית,"ק""מ שבועי",ממוצע נוסעים לקילומטר,מספר תחנות בקו - חלופה ראשית,הפעלת הקו,תחנות שקו זה משרת בבלעדיות,ישובים שקו זה משרת בבלעדיות,מהירות ממוצעת,משך נסיעה ממוצע (דקות),עלות תפעולית לנוסע,עלות תפעולית משוקללת,קבוצת יעילות תפעולית,כמות נסיעות יומית (ג),כמות נסיעות שבועיות,תיקופים יומי,תיקופים שבועי,ממוצע  תיקופים לנסיעה (שבועי),אומדן נוסעים (אחוזון 80),אומדן ממוצע נוסעים לנסיעה (אחוזון 80),מספר נוסעים מירבי,תקופת נסועה מירבית,הערה
11803_1,11803,803,1,יונייטד טורס,נתיבים מהירים,גוש דן,בית דגן,בית דגן,בית דגן_בית דגן,בינעירוני,מאסף,סדיר,בינעירוני,לא מוגדר,2,23.8,14872.5,,11,מעל שנה וחצי,2,,32.59,43.82,,0,בינעירוני קצר,125,625,,,,0,0,,,
11807_1,11807,807,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,11.3,67.7,3.5,15,מעל שנה וחצי,,,20.46,33.14,5.02,1192.25,תלמידים,1,6,40.7,237.5,39.6,273.8,45.6333333333333,47.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11823_1,11823,823,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,14.1,84.7,1.9,34,מעל שנה וחצי,,,22.72,37.24,8.31,1341.234,תלמידים,1,6,27.9,161.4,26.9,205.8,34.3,36,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11823_2,11823,823,2,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,15.3,76.6,1.5,31,מעל שנה וחצי,,,22.91,40.07,10.59,1201.965,תלמידים,1,5,22.7,113.5,22.7,141.4,28.28,30.8,"יום חול, 19:00 - 23:59 - שפל ערב",| קו עירוני עם פחות מ-10 נסיעות יומיות
11824_1,11824,824,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,11.8,70.9,2.5,33,מעל שנה וחצי,1,,20.73,34.15,7.06,1229.852,תלמידים,1,6,30.1,174.2,29,222.4,37.0666666666667,39,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11824_2,11824,824,2,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,10.3,51.4,0.9,31,מעל שנה וחצי,,,16,38.62,24.39,1158.525,תלמידים,1,5,9.5,47.5,9.5,60.8,12.16,13,"יום חול, 19:00 - 23:59 - שפל ערב",מכסימום נוסעים בתקופת יום קטן מ 10| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11825_1,11825,825,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מפרקי,1,18.4,110.4,4.5,41,מעל שנה וחצי,,,19.09,57.83,4.15,2079.565,תלמידים,1,6,86.7,501.1,83.5,636.4,106.066666666667,110.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59
11825_2,11825,825,2,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מפרקי,1,21,104.8,1.4,32,מעל שנה וחצי,,,26.36,47.8,9.79,1434.235,תלמידים,1,5,29.3,146.5,29.3,182.6,36.52,40.8,"יום חול, 19:00 - 23:59 - שפל ערב",| קו עירוני עם פחות מ-10 נסיעות יומיות
11833_1,11833,833,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,נוף הגליל,תל אביב יפו,נוף הגליל_תל אביב יפו,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,111.3,10239.8,0.1,35,מעל שנה וחצי,,,47.89,139.44,58.17,76970.544,בינעירוני ארוך,16,92,220.5,1323.2,14.4,1661.2,18.0565217391304,44,"יום חול, 04:00 - 05:59 - שפל לפנות בוקר",| ממוצע נוסעים לקמ נמוך| לבחון הוספת נסיעות בשבת - 19:00-23:59
11833_2,11833,833,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,תל אביב יפו,נוף הגליל,נוף הגליל_תל אביב יפו,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,110.1,10129.8,0.1,36,מעל שנה וחצי,,,50.68,130.35,53.36,71955.96,בינעירוני ארוך,16,92,240.8,1348.5,14.7,1671.2,18.1652173913044,34,"יום חול, 15:00 - 18:59 - שיא ערב",| ממוצע נוסעים לקמ נמוך| מיעוט נוסעים בשעת שיא הבוקר
11842_1,11842,842,1,אקסטרה ירושלים,ירושלים קווי צפון,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,2,12.3,141,6.2,22,מעל שנה וחצי,,,20.71,35.63,2.93,2563.164,תלמידים,2,12,141.7,874.8,72.9,990,82.5,89,"יום שישי, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בשישי - 06:00-08:59
11842_2,11842,842,2,אקסטרה ירושלים,ירושלים קווי צפון,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,13.6,81.8,4.7,25,מעל שנה וחצי,,,16.79,48.6,4.5,1747.8,תלמידים,1,6,61.4,388.4,64.7,453.2,75.5333333333333,88.2,"יום שישי, 09:00 - 11:59 - שפל יום 1",| לבחון הוספת נסיעות בשישי - 09:00-11:59
11843_1,11843,843,1,אקסטרה ירושלים,ירושלים קווי צפון,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,2,5.8,82.2,5,21,מעל שנה וחצי,,,19.08,18.24,3.18,1313.022,תלמידים,2,12,70.3,412.9,34.4,643.2,53.6,54.8,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11843_2,11843,843,2,אקסטרה ירושלים,ירושלים קווי צפון,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,9.6,57.3,3.1,21,מעל שנה וחצי,,,20.56,28.02,5.73,1009.053,תלמידים,1,6,25.8,176.1,29.4,212,35.3333333333333,35.6,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בשישי - 09:00-11:59
11844_1,11844,844,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מפרקי,1,14.4,172.6,3.6,17,מעל שנה וחצי,,,29.14,29.65,3.48,2135.328,תלמידים,2,12,103.6,613.6,51.1,782,65.1666666666667,67.6,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11844_2,11844,844,2,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מפרקי,1,15.2,106.1,3.6,18,מעל שנה וחצי,,,22.67,40.23,4.48,1688.512,תלמידים,1,7,51.4,376.9,53.8,400.8,57.2571428571429,61.4,"יום שישי, 09:00 - 11:59 - שפל יום 1",| קו עירוני עם פחות מ-10 נסיעות יומיות
11845_1,11845,845,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,13.6,81.6,4.4,24,מעל שנה וחצי,,,21.31,38.29,3.84,1377.792,תלמידים,1,6,63.5,358.8,59.8,426.8,71.1333333333333,76.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59
11845_2,11845,845,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,15.5,93,2.5,25,מעל שנה וחצי,,,22.78,40.83,6.28,1470.776,תלמידים,1,6,36.5,234.2,39,237.8,39.6333333333333,42.2,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בשישי - 09:00-11:59
11849_1,11849,849,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,גבעת זאב,טבריה_גבעת זאב,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,174,1044,0.1,39,מעל שנה וחצי,,,60.44,172.73,86.01,6218.523,בינעירוני ארוך,0,6,0,72.3,12,57,9.5,19,"יום שבת, 15:00 - 18:59 - שיא ערב",| ממוצע נוסעים לקמ נמוך
11849_2,11849,849,2,סופרבוס,העמקים,גולן גליל ועמקים,גבעת זאב,טבריה,טבריה_גבעת זאב,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,172.5,1552.4,0,34,מעל שנה וחצי,,,64.54,160.37,113.95,8660.2,בינעירוני ארוך,0,9,0.2,76,8.4,0,0,,,מכסימום נוסעים בתקופת יום קטן מ 10| ממוצע נוסעים לקמ נמוך
11851_1,11851,851,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,13.7,82.2,1.8,29,מעל שנה וחצי,,,19.91,41.29,9.89,1486.467,תלמידים,1,6,27.2,150.3,25,178,29.6666666666667,32,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11851_2,11851,851,2,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,15.8,158,0.4,35,מעל שנה וחצי,,,20.59,46.04,46.58,2762.194,תלמידים,1,10,11.1,59.3,5.9,84.8,8.48,10,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 7| ממוצע נוסעים לקמ נמוך| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11855_1,11855,855,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,מודיעין עילית,עפולה_מודיעין עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,118.9,713.6,0.2,34,מעל שנה וחצי,,,55.32,128.96,27.34,4642.332,בינעירוני ארוך,0,6,0,169.8,28.3,227.4,37.9,38,"יום שבת, 15:00 - 18:59 - שיא ערב",
11855_2,11855,855,2,סופרבוס,העמקים,גולן גליל ועמקים,מודיעין עילית,עפולה,עפולה_מודיעין עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,118.6,830.4,0.2,31,מעל שנה וחצי,,,59.36,119.88,29.92,5035.536,בינעירוני ארוך,0,7,0.1,168.3,24,181.6,25.9428571428571,27.6,"יום שישי, 12:00 - 14:59 - שפל יום 2",
11871_1,11871,871,1,קווים,חשמונאים,י-ם,מודיעין עילית,אשדוד,מודיעין עילית_אשדוד,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,64,64,0.5,55,מעל שנה וחצי,,,34.76,110.47,20.98,662.968,בינעירוני ארוך,0,1,0,31.6,31.6,45,45,45,"יום שבת, 19:00 - 23:59 - שפל ערב",
11871_2,11871,871,2,קווים,חשמונאים,י-ם,אשדוד,מודיעין עילית,מודיעין עילית_אשדוד,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,65.7,131.5,0.5,57,מעל שנה וחצי,,,43.12,91.42,16.75,1097.125,בינעירוני ארוך,0,2,0,65.5,32.8,70.8,35.4,38.8,"יום שבת, 19:00 - 23:59 - שפל ערב",
11872_2,11872,872,2,קווים,חשמונאים,י-ם,פתח תקווה,מודיעין עילית,פתח תקווה_מודיעין עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,45.1,45.1,0.5,57,מעל שנה וחצי,,,32.04,84.46,20.6,506.76,בינעירוני ארוך,0,1,0,24.6,24.6,32.6,32.6,32.6,"יום שבת, 19:00 - 23:59 - שפל ערב",
11882_1,11882,882,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,7.6,90.9,1.8,11,מעל שנה וחצי,,,12.17,37.47,16.66,2697.254,תלמידים,2,12,28.8,161.9,13.5,201.4,16.7833333333333,18,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 15| קו עירוני עם פחות מ-10 נסיעות יומיות
11882_2,11882,882,2,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,6.9,75.4,1.2,10,מעל שנה וחצי,,,15.61,26.52,18.86,1750.208,תלמידים,2,11,15.5,92.8,8.4,125,11.3636363636364,20,"יום שישי, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בשישי - 12:00-14:59| לבחון שינוי סוג רכב מוגדר לגדול יותר
11884_1,11884,884,1,קווים,חשמונאים,מרכז,לוד,מודיעין עילית,לוד_מודיעין עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,20.2,3406.7,0.9,13,מעל שנה וחצי,,,36.79,32.94,10.8,33400.08,בינעירוני קצר,29,169,545.7,3092.6,18.3,3898.6,23.0686390532544,54.6,"יום חול, 12:00 - 14:59 - שפל יום 2",
11884_2,11884,884,2,קווים,חשמונאים,מרכז,מודיעין עילית,לוד,לוד_מודיעין עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,20.4,3329.3,0.8,12,מעל שנה וחצי,,,38.91,31.46,11.37,30760.398,בינעירוני קצר,28,163,465.9,2705.4,16.6,2923.8,17.9374233128834,40.2,"יום שישי, 06:00 - 08:59 - שיא בוקר",
11886_1,11886,886,1,קווים,חשמונאים,י-ם,מודיעין עילית,בית דגן,מודיעין עילית_בית דגן,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,32.3,1451.9,0.3,28,מעל שנה וחצי,,,44.18,43.87,30.73,11846.415,בינעירוני קצר,9,45,77.1,385.5,8.6,484,10.7555555555556,34.2,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 15
11886_2,11886,886,2,קווים,חשמונאים,י-ם,בית דגן,מודיעין עילית,מודיעין עילית_בית דגן,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,31.7,1425.7,0.1,30,מעל שנה וחצי,,,44.47,42.77,69.15,11548.05,בינעירוני קצר,9,45,33.4,167,3.7,259,5.75555555555556,10.4,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 10| ממוצע נוסעים לקמ נמוך| מיעוט נוסעים בשעת שיא הבוקר
11887_1,11887,887,1,נתיב אקספרס,הגליל,בין מחוזי,בית שמש,צפת,בית שמש_צפת,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,206.7,2480.5,0.1,29,מעל שנה וחצי,,,61.54,201.53,74.03,14509.88,בינעירוני ארוך,0,12,14.6,196,16.3,194.2,16.1833333333333,51.8,"יום שישי, 09:00 - 11:59 - שפל יום 1",| ממוצע נוסעים לקמ נמוך| לבחון הוספת נסיעות בשבת - 19:00-23:59
11887_2,11887,887,2,נתיב אקספרס,הגליל,בין מחוזי,צפת,בית שמש,בית שמש_צפת,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,206.6,2272.9,0.1,29,מעל שנה וחצי,,,58.59,211.57,99.88,13963.224,בינעירוני ארוך,0,11,3.6,139.8,12.7,265.6,24.1454545454545,35.8,"יום שבת, 19:00 - 23:59 - שפל ערב",| ממוצע נוסעים לקמ נמוך
11891_1,11891,891,1,קווים,חשמונאים,י-ם,מודיעין עילית,אשדוד,מודיעין עילית_אשדוד,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,64.9,64.9,0.6,52,מעל שנה וחצי,,,34.73,112.12,18.74,672.766,בינעירוני ארוך,0,1,0,35.9,35.9,43.6,43.6,43.6,"יום שבת, 19:00 - 23:59 - שפל ערב",
11891_2,11891,891,2,קווים,חשמונאים,י-ם,אשדוד,מודיעין עילית,מודיעין עילית_אשדוד,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,66.9,133.7,0.5,58,מעל שנה וחצי,,,37.18,107.96,19.16,1295.216,בינעירוני ארוך,0,2,0,67.6,33.8,70.8,35.4,43,"יום שבת, 19:00 - 23:59 - שפל ערב",
11893_2,11893,893,2,קווים,חשמונאים,י-ם,ראשון לציון,מודיעין עילית,ראשון לציון_מודיעין עילית,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,46.4,46.4,0.3,50,מעל שנה וחצי,,,31.17,89.32,35.73,535.95,בינעירוני ארוך,0,1,0,15,15,14.2,14.2,14.2,"יום שבת, 19:00 - 23:59 - שפל ערב",מכסימום נוסעים בתקופת יום קטן מ 15
11895_1,11895,895,1,קווים,חשמונאים,י-ם,מודיעין עילית,בית שמש,מודיעין עילית_בית שמש,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,50.1,100.2,0.8,70,מעל שנה וחצי,,,25.47,118.02,17.21,1416.383,בינעירוני ארוך,0,2,0,82.3,41.2,101.6,50.8,50.8,"יום שבת, 19:00 - 23:59 - שפל ערב",
11895_2,11895,895,2,קווים,חשמונאים,י-ם,בית שמש,מודיעין עילית,מודיעין עילית_בית שמש,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,50.4,251.9,0.7,76,מעל שנה וחצי,,,28.69,105.4,19.06,3162.054,בינעירוני ארוך,0,5,0,165.9,33.2,244.4,48.88,50.2,"יום שישי, 12:00 - 14:59 - שפל יום 2",
11900_1,11900,900,1,דן,תל אביב,גוש דן,בני ברק,תל אביב יפו,בני ברק_תל אביב יפו,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,36,10.7,1179.4,4.1,19,מעל שנה וחצי,5,,10.63,60.4,15.95,76823.175,תלמידים,37,212,854.3,4816.5,22.7,6277.4,29.6103773584906,66.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון דילול חלופות| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
11900_2,11900,900,2,דן,תל אביב,גוש דן,בני ברק,בני ברק,בני ברק_תל אביב יפו,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,42,6.6,1168.2,3.3,21,מעל שנה וחצי,5,,10.17,38.94,12.25,46962.825,תלמידים,35,201,660.2,3833.7,19.1,4374,21.7611940298507,33,"יום שישי, 09:00 - 11:59 - שפל יום 1",| לבחון דילול חלופות| לבחון הוספת נסיעות בשישי - 12:00-14:59| לבחון שינוי סוג רכב מוגדר לגדול יותר| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
11901_1,11901,901,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,2.5,14.9,25.3,8,מעל שנה וחצי,,,11.08,13.54,1.3,489.19,תלמידים,1,6,63.2,376.3,62.7,416.6,69.4333333333333,70.2,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59
11901_2,11901,901,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,2.8,62.4,12.4,9,מעל שנה וחצי,,,8.19,20.51,3.49,2704.052,תלמידים,4,22,134.2,774.8,35.2,769.6,34.9818181818182,40,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות
11909_1,11909,909,1,מטרופולין,שרון חולון מרחבי,מרכז,רמת השרון,רמת השרון,רמת השרון_רמת השרון,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,5.9,71.1,0.4,15,מעל שנה וחצי,9,,13.99,25.3,57.65,1821.74,תלמידים,2,12,5.5,31.6,2.6,47.2,3.93333333333333,5,"יום שישי, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11909_2,11909,909,2,מטרופולין,שרון חולון מרחבי,מרכז,רמת השרון,רמת השרון,רמת השרון_רמת השרון,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,6.2,67.8,0.2,15,מעל שנה וחצי,9,,16.07,23.15,92.6,1527.9,תלמידים,2,11,2.7,16.5,1.5,32,2.90909090909091,5,"יום שישי, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11931_1,11931,931,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מפרקי,1,15.2,76.1,3.4,26,מעל שנה וחצי,,,17.57,51.91,6,1557,תלמידים,1,5,51.9,259.5,51.9,295,59,59,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11933_1,11933,933,1,סופרבוס,ירושלים מרכז,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,8.9,44.4,3.8,19,מעל שנה וחצי,,,17.29,30.88,5.55,926.85,תלמידים,1,5,33.4,167,33.4,192,38.4,38.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11943_1,11943,943,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,בית שאן,ירושלים_בית שאן,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,173,3805.9,0.1,45,מעל שנה וחצי,3,"נעמי, משכיות, רותם",57.37,180.93,87.61,23882.486,בינעירוני ארוך,4,22,51.7,272.6,12.4,279,12.6818181818182,17,"יום חול, 09:00 - 11:59 - שפל יום 1",| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11943_2,11943,943,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,בית שאן,ירושלים,ירושלים_בית שאן,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,172.9,2939.2,0.1,46,מעל שנה וחצי,4,"רותם, משכיות, נעמי",53.91,192.43,82.47,19627.86,בינעירוני ארוך,3,17,45.7,238,14,296.4,17.4352941176471,20.8,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו בינעירוני עם פחות מ-6 נסיעות יומיות
11950_1,11950,950,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מפרקי,1,18.4,92.2,3,46,מעל שנה וחצי,,,14.85,74.34,8.15,2229.025,תלמידים,1,5,54.7,273.5,54.7,334,66.8,66.8,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11950_2,11950,950,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,מפרקי,1,23.3,116.5,1.6,47,מעל שנה וחצי,,,17.46,80.07,12.87,2402.829,תלמידים,1,5,36.8,186.7,37.3,255.8,51.16,53,"יום חול, 15:00 - 18:59 - שיא ערב",| קו עירוני עם פחות מ-10 נסיעות יומיות
11951_1,11951,951,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,14.6,72.8,4.7,35,מעל שנה וחצי,1,,10.91,80.29,6.97,2408.135,תלמידים,1,5,69.1,345.5,69.1,427,85.4,85.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59
11951_2,11951,951,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,8.6,42.8,3.4,15,מעל שנה וחצי,1,,14.39,35.86,7.29,1075.275,תלמידים,1,5,29.5,147.5,29.5,158.8,31.76,33.2,"יום חול, 15:00 - 18:59 - שיא ערב",| קו עירוני עם פחות מ-10 נסיעות יומיות
11952_1,11952,952,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7,34.8,7.1,20,מעל שנה וחצי,,,11.22,37.43,4.55,1123.85,תלמידים,1,5,49.4,247,49.4,285,57,57,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59
11952_2,11952,952,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.1,35.7,4.7,19,מעל שנה וחצי,,,15.38,27.7,4.95,831.6,תלמידים,1,5,33.6,168,33.6,228.8,45.76,47.2,"יום חול, 15:00 - 18:59 - שיא ערב",| קו עירוני עם פחות מ-10 נסיעות יומיות
11953_1,11953,953,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,15,74.8,2,21,מעל שנה וחצי,,,26.69,33.72,6.74,1011,תלמידים,1,5,30,150,30,185,37,37,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו עירוני עם פחות מ-10 נסיעות יומיות
11953_2,11953,953,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,ירושלים_ירושלים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,15.9,79.4,1.2,25,מעל שנה וחצי,,,21.13,45.15,14.11,1354.56,תלמידים,1,5,19.2,96,19.2,100,20,20,"יום חול, 15:00 - 18:59 - שיא ערב",| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
11957_2,11957,957,2,אגד,תל אביב-שרון-חיפה,בין מחוזי,רכסים,בני ברק,רכסים_בני ברק,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,109.8,987.9,0.2,29,מעל שנה וחצי,,,46.05,143.06,42.28,7724.556,בינעירוני ארוך,0,9,8,182.7,20.3,239.2,26.5777777777778,39.8,"יום שבת, 19:00 - 23:59 - שפל ערב",
