code,מקט,קו,כיוון,שם מפעיל,אשכול,מחוז,שם יישוב מוצא,שם יישוב יעד,מוצא_יעד מאוחד,סוג קו,שם סוג שירות,ייחודיות הקו,סוג אוטובוס,גודל אוטובוס,מספר חלופות,אורך מסלול (קמ) חלופה ראשית,"ק""מ שבועי",ממוצע נוסעים לקילומטר,מספר תחנות בקו - חלופה ראשית,הפעלת הקו,תחנות שקו זה משרת בבלעדיות,ישובים שקו זה משרת בבלעדיות,מהירות ממוצעת,משך נסיעה ממוצע (דקות),עלות תפעולית לנוסע,עלות תפעולית משוקללת,קבוצת יעילות תפעולית,כמות נסיעות יומית (ג),כמות נסיעות שבועיות,תיקופים יומי,תיקופים שבועי,ממוצע  תיקופים לנסיעה (שבועי),אומדן נוסעים (אחוזון 80),אומדן ממוצע נוסעים לנסיעה (אחוזון 80),מספר נוסעים מירבי,תקופת נסועה מירבית,הערה
38084_2,38084,84,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מעלה אדומים,מעלה אדומים,מעלה אדומים_מעלה אדומים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,10.5,292.7,0.9,40,מעל שנה וחצי,,,22.8,27.63,16.89,4643.061,תלמידים,5,28,48.5,274.9,9.8,381.2,13.6142857142857,21.4,"יום שישי, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות
38085_1,38085,85,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קצרין,גבעת יואב,קצרין_גבעת יואב,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,2,46.3,570.8,0.3,33,מעל שנה וחצי,1,,61.32,45.3,13.9,2717.45,תלמידים,2,10,39.1,195.5,19.6,200,20,20,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו אזורי עם פחות מ-3 נסיעות יומיות
38085_2,38085,85,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,גבעת יואב,קצרין,קצרין_גבעת יואב,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,47.9,239.7,0.6,25,מעל שנה וחצי,,,63.98,44.92,8.78,1347.73,תלמידים,1,5,30.7,153.5,30.7,175,35,35,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו אזורי עם פחות מ-3 נסיעות יומיות
38087_1,38087,87,1,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,פתח תקווה,רמת גן,פתח תקווה_רמת גן,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,12.3,2789.6,1.5,34,מעל שנה וחצי,,,14.84,49.73,16.08,67429.872,עירוני תדירות נמוכה,40,226,767.5,4193.4,18.6,5216.6,23.0823008849558,59,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
38087_2,38087,87,2,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,רמת גן,פתח תקווה,פתח תקווה_רמת גן,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,13.9,2707.2,1.3,39,מעל שנה וחצי,,,15.94,52.32,17.47,61200.904,עירוני תדירות נמוכה,34,195,641.7,3503.2,18,4328.4,22.1969230769231,48,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
38090_1,38090,90,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קצרין,כנף,קצרין_כנף,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,29.9,149.3,0.6,17,לפני 5 חודשים,,,64.9,27.64,9.16,828.98,תלמידים,1,5,18.1,90.5,18.1,80,16,16,"יום חול, 12:00 - 14:59 - שפל יום 2",| קו אזורי עם פחות מ-3 נסיעות יומיות| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
38090_2,38090,90,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,כנף,קצרין,קצרין_כנף,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,29.9,149.5,0.9,15,לפני 5 חודשים,,,62.66,28.63,6.48,858.6,תלמידים,1,5,26.5,132.5,26.5,154,30.8,30.8,"יום חול, 06:00 - 08:59 - שיא בוקר",| קו אזורי עם פחות מ-3 נסיעות יומיות
38091_1,38091,91,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,חיפה_חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,10.7,300.5,2.4,25,מעל שנה וחצי,,,23.25,27.61,6.34,4637.076,תלמידים,5,28,128.2,731.4,26.1,912,32.5714285714286,41.4,"יום שישי, 12:00 - 14:59 - שפל יום 2",| קו עירוני עם פחות מ-10 נסיעות יומיות
38093_1,38093,93,1,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,מודיעין מכבים רעות,מודיעין מכבים רעות_מודיעין מכבים רעות,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,6,35.9,1.3,15,מעל שנה וחצי,,,26.33,13.67,10.82,492.31,תלמידים,1,6,8.7,45.5,7.6,63.2,10.5333333333333,12,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 10| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
38094_1,38094,94,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,מגאר,מגאר,מגאר_מגאר,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,0.6,3.1,4.5,3,מעל שנה וחצי,1,,23.82,1.51,3.24,45.36,תלמידים,1,5,2.3,14,2.8,23.8,4.76,5,"יום חול, 06:00 - 08:59 - שיא בוקר","| קו עירוני עם פחות מ-10 נסיעות יומיות| מספר נוסעים נמוך - שים לב, במסלול הקו יש תחנות המשורתות על ידי קו זה בלבד| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת"
38098_1,38098,98,1,קווים,חדרה-נתניה,מרכז,נתניה,אבן יהודה,נתניה_אבן יהודה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,19.6,1119,0.5,46,מעל שנה וחצי,,,22.44,52.41,35.16,17924.568,בינעירוני קצר,10,57,94.5,509.8,8.9,579.6,10.1684210526316,33,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 06:00-08:59| לבחון שינוי סוג רכב מוגדר לגדול יותר
38098_2,38098,98,2,קווים,חדרה-נתניה,מרכז,אבן יהודה,נתניה,נתניה_אבן יהודה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,19.4,1089.2,0.5,42,מעל שנה וחצי,,,21.51,54.11,30.6,18182.52,בינעירוני קצר,10,56,112,594.2,10.6,767.6,13.7071428571429,21.4,"יום חול, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 15| מיעוט נוסעים בשעת שיא הבוקר
39001_1,39001,1,1,דן בדרום,צפון הנגב,הדרום,שדרות,שדרות,שדרות_שדרות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,12.9,3737.9,1.1,42,מעל שנה וחצי,2,,23.49,32.95,14.72,59323.072,עירוני תדירות גבוהה,52,300,755.5,4030.1,13.4,5201,17.3366666666667,44.2,"יום חול, 06:00 - 08:59 - שיא בוקר",
39001_2,39001,1,2,דן בדרום,צפון הנגב,הדרום,שדרות,שדרות,שדרות_שדרות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,12.9,3947.4,1.1,40,מעל שנה וחצי,4,,23.78,32.55,13.97,61305.948,עירוני תדירות גבוהה,55,314,830.4,4388.4,14,6080.8,19.3656050955414,58.4,"יום חול, 12:00 - 14:59 - שפל יום 2",
39002_1,39002,2,1,סופרבוס,העמקים,מטרופולין חיפה,דאלית אל כרמל,דאלית אל כרמל,דאלית אל כרמל_דאלית אל כרמל,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,6.7,1360.7,0.2,21,מעל שנה וחצי,16,,21.39,18.79,91.18,22886.18,עירוני תדירות נמוכה,34,203,45.7,251,1.2,496.8,2.44729064039409,8,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
39002_2,39002,2,2,סופרבוס,העמקים,מטרופולין חיפה,דאלית אל כרמל,דאלית אל כרמל,דאלית אל כרמל_דאלית אל כרמל,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,9.4,1898.5,0.2,30,מעל שנה וחצי,17,,22.58,24.98,67.69,30426.655,עירוני תדירות נמוכה,34,203,83,449.5,2.2,755,3.7192118226601,10,"יום חול, 06:00 - 08:59 - שיא בוקר",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
39005_1,39005,5,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,טבריה,טבריה_טבריה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.4,5307.2,1.1,53,מעל שנה וחצי,1,,20.12,54.87,16.18,95170.76,עירוני תדירות גבוהה,50,289,1075,5882,20.4,7489.6,25.9155709342561,58.4,"יום חול, 06:00 - 08:59 - שיא בוקר",
39005_2,39005,5,2,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,טבריה,טבריה_טבריה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,16.6,4756,1,46,מעל שנה וחצי,6,,20.73,48.05,16.97,82435.169,עירוני תדירות נמוכה,49,286,878.7,4857.7,17,6293.6,22.0055944055944,49.4,"יום חול, 12:00 - 14:59 - שפל יום 2",| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
39006_1,39006,6,1,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,באר שבע_באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.3,4685.6,1.6,30,מעל שנה וחצי,5,,18.04,34.26,12.63,93563.04,עירוני תדירות גבוהה,84,455,1383.4,7408,16.3,10400.4,22.858021978022,45.2,"יום חול, 12:00 - 14:59 - שפל יום 2",
39006_2,39006,6,2,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,באר שבע_באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.3,5120.2,1.6,29,מעל שנה וחצי,4,,17.9,34.53,12.58,103373.634,עירוני תדירות גבוהה,91,499,1526.7,8217.3,16.5,11229.6,22.5042084168337,56.4,"יום חול, 06:00 - 08:59 - שיא בוקר",
39008_1,39008,8,1,תנופה,שומרון,מרכז,אורנית,אורנית,אורנית_אורנית,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,12,251.1,1.5,24,לפני 14 חודשים,,,22.92,31.41,10.77,3957.975,תלמידים,4,21,69.5,367.5,17.5,472,22.4761904761905,24,"יום חול, 12:00 - 14:59 - שפל יום 2",
39012_1,39012,12,1,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,באר שבע_באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.6,3631.2,3,26,מעל שנה וחצי,6,,16.85,30.62,7.33,79772.39,עירוני תדירות גבוהה,74,434,1972.9,10883,25.1,13672,31.5023041474654,56,"יום חול, 12:00 - 14:59 - שפל יום 2",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
39012_2,39012,12,2,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,באר שבע_באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,9,3924.9,3,25,מעל שנה וחצי,4,,16.54,32.65,8.03,94039.33,עירוני תדירות גבוהה,81,480,2118.3,11711,24.4,14683,30.5895833333333,67.4,"יום חול, 06:00 - 08:59 - שיא בוקר",
39017_1,39017,17,1,דן,תל אביב,גוש דן,תל אביב יפו,גבעת שמואל,תל אביב יפו_גבעת שמואל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.1,3440.1,3.1,37,מעל שנה וחצי,2,,12.61,57.57,9.25,98123.075,עירוני תדירות גבוהה,51,284,1961.2,10607.9,37.4,12053.4,42.4415492957747,79,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
39017_2,39017,17,2,דן,תל אביב,גוש דן,גבעת שמואל,תל אביב יפו,תל אביב יפו_גבעת שמואל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.6,3654.3,2.9,40,מעל שנה וחצי,,,13.19,57.32,9.45,99773.1,עירוני תדירות גבוהה,52,290,1938,10558,36.4,12276.4,42.3324137931035,77.4,"יום חול, 06:00 - 08:59 - שיא בוקר",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
39018_1,39018,18,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,רגבה,נהריה_רגבה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.4,2995.9,2,25,מעל שנה וחצי,4,,17.11,32.96,10.47,62862.927,עירוני תדירות גבוהה,54,318,1104.9,6004.1,18.9,7402.2,23.277358490566,66,"יום חול, 06:00 - 08:59 - שיא בוקר",
39018_2,39018,18,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,רגבה,נהריה,נהריה_רגבה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.6,3044.8,1.7,29,מעל שנה וחצי,5,,16.11,35.75,13.06,68221.522,עירוני תדירות גבוהה,54,318,963.2,5223.7,16.4,6484.8,20.3924528301887,48.2,"יום חול, 06:00 - 08:59 - שיא בוקר",
39026_3,39026,26,3,בית שמש אקספרס,בית שמש,י-ם,בית שמש,בית שמש,בית שמש_בית שמש,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,19.8,7670.7,2.3,46,לפני 9 חודשים,8,,24.56,48.37,6.28,112259.396,עירוני תדירות גבוהה,66,387,3200.6,17875.7,46.2,22793.8,58.8987080103359,123.4,"יום שישי, 09:00 - 11:59 - שפל יום 1",| לבחון הוספת נסיעות בימי חול - 12:00-14:59
39032_1,39032,32,1,אגד,אילת עירוני ובינעירוני,הדרום,אילת,אילת,אילת_אילת,אזורי,מאסף,סדיר,עירוני,אוטובוס,1,29.5,147.3,0.1,25,מעל שנה וחצי,,,45.77,38.67,100.88,1160.12,אזורי,1,5,2.3,11.5,2.3,15,3,3,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 3| קו אזורי עם פחות מ-3 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
39050_1,39050,50,1,אגד,אילת עירוני ובינעירוני,הדרום,אילת,אילת,אילת_אילת,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,25.8,4592,0.2,21,מעל שנה וחצי,,,43.93,35.24,34.46,37637.212,אזורי,29,178,177.4,1092.2,6.1,1944,10.9213483146067,40.4,"יום שבת, 15:00 - 18:59 - שיא ערב",| מיעוט נוסעים בשעת שיא הבוקר
39050_2,39050,50,2,אגד,אילת עירוני ובינעירוני,הדרום,אילת,אילת,אילת_אילת,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,27.2,4869.9,0.2,22,מעל שנה וחצי,,,45.6,35.79,42.34,38436.252,אזורי,29,179,160.8,907.8,5.1,1978.6,11.0536312849162,30,"יום חול, 12:00 - 14:59 - שפל יום 2",מכסימום נוסעים בתקופת יום קטן מ 10| מיעוט נוסעים בשעת שיא הבוקר
39053_1,39053,53,1,אגד,רחובות עירוני,מרכז,מזכרת בתיה,נצר חזני,מזכרת בתיה_נצר חזני,עירוני,מקומי מאסף,קווים מזינים,עירוני,אוטובוס,1,19.4,583.4,0.1,15,מעל שנה וחצי,,,36.97,31.48,71.73,5666.67,קווים מזינים,6,30,15.8,79,2.6,119,3.96666666666667,6,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 7| ממוצע נוסעים לקמ נמוך| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
39053_2,39053,53,2,אגד,רחובות עירוני,מרכז,נצר חזני,מזכרת בתיה,מזכרת בתיה_נצר חזני,עירוני,מקומי מאסף,קווים מזינים,עירוני,אוטובוס,1,19.7,689.3,0.1,16,מעל שנה וחצי,,,38.27,30.89,66.19,6486.62,קווים מזינים,7,35,19.6,98,2.8,136,3.88571428571429,7.2,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 7| ממוצע נוסעים לקמ נמוך| קו עירוני עם פחות מ-10 נסיעות יומיות| מיעוט נוסעים בשעת שיא הבוקר| מספר נוסעים בשבוע קטן מ 100 - יש לבחון תרומת קו זה לרשת
39056_1,39056,56,1,קווים,חדרה-נתניה,מרכז,בית יהושע,קדימה צורן,בית יהושע_קדימה צורן,בינעירוני,מאסף,קווים מזינים,בינעירוני,מיניבוס,1,16.2,1863.7,0.4,25,מעל שנה וחצי,,,31.95,30.42,26.4,20988,קווים מזינים,23,115,159,795,6.9,1116,9.70434782608696,15.2,"יום חול, 15:00 - 18:59 - שיא ערב",מכסימום נוסעים בתקופת יום קטן מ 15| מיעוט נוסעים בשעת שיא הבוקר
39056_2,39056,56,2,קווים,חדרה-נתניה,מרכז,קדימה צורן,בית יהושע,בית יהושע_קדימה צורן,בינעירוני,מאסף,קווים מזינים,בינעירוני,מיניבוס,1,15.9,1903.4,0.5,26,מעל שנה וחצי,,,33.51,28.47,22.21,20499.83,קווים מזינים,24,120,184.6,923,7.7,1272,10.6,24.2,"יום חול, 06:00 - 08:59 - שיא בוקר",מכסימום נוסעים בתקופת יום קטן מ 15
39060_1,39060,60,1,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,נתניה_נתניה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.3,2803.4,1.7,48,מעל שנה וחצי,2,,18.09,54.06,12.05,55779.45,עירוני תדירות נמוכה,31,172,828.7,4629,26.9,5610.4,32.6186046511628,64.6,"יום שישי, 09:00 - 11:59 - שפל יום 1",| לבחון הוספת נסיעות בשישי - 09:00-11:59| מומלץ להגדיל את תדירות הקו לעמידה בהנחיות התכנון לקווים עירוניים
